Attendee ID,Company Name,Preference
630,Desjardins,14
630,Wawanesa Insurance,15
630,Economical Insurance,15
630,Royal and Sun Alliance (RSA),15
630,Milliman,15
630,Foresters Financial,15
630,The Co-operators,15
630,Echelon Insurance / CCG Group,15
630,Northbridge Financial Corporation,15
630,Moody's Analytics,15
630,RSM Canada,15
630,Ontario Teachers' Pension Plan,15
398,Intact Insurance,1
398,Desjardins,2
398,Royal and Sun Alliance (RSA),3
398,Wawanesa Insurance,4
398,The Co-operators,5
398,Economical Insurance,6
398,Northbridge Financial Corporation,7
398,Munich Re,8
398,Swiss Re,9
398,Deloitte,15
398,iA Financial Group,15
398,PartnerRe,15
398,KPMG Canada,15
398,CAAT Pension Plan,15
398,Milliman,15
398,Foresters Financial,15
398,Mercer Canada,15
398,Manulife,15
398,Echelon Insurance / CCG Group,15
398,Normandin Beaudry,15
398,Canada Life,15
398,Moody's Analytics,15
398,RSM Canada,15
398,Ontario Teachers' Pension Plan,15
479,Deloitte,1
479,Manulife,2
479,Desjardins,3
479,Economical Insurance,4
479,Foresters Financial,5
479,Royal and Sun Alliance (RSA),6
479,RSM Canada,7
479,Wawanesa Insurance,8
479,Mercer Canada,9
479,Canada Life,10
479,CAAT Pension Plan,11
479,Echelon Insurance / CCG Group,12
479,iA Financial Group,13
479,Intact Insurance,14
479,Moody's Analytics,15
479,Swiss Re,15
479,PartnerRe,15
479,KPMG Canada,15
479,Milliman,15
479,The Co-operators,15
479,Normandin Beaudry,15
479,Munich Re,15
479,Northbridge Financial Corporation,15
479,Ontario Teachers' Pension Plan,15
8,Intact Insurance,1
8,Economical Insurance,2
8,Northbridge Financial Corporation,3
8,Royal and Sun Alliance (RSA),4
8,The Co-operators,5
8,Wawanesa Insurance,6
8,Echelon Insurance / CCG Group,7
8,Desjardins,8
8,iA Financial Group,9
8,PartnerRe,10
8,Swiss Re,11
8,Manulife,12
8,Canada Life,13
8,Milliman,14
8,Moody's Analytics,15
8,Deloitte,15
8,KPMG Canada,15
8,CAAT Pension Plan,15
8,Foresters Financial,15
8,Mercer Canada,15
8,Normandin Beaudry,15
8,Munich Re,15
8,RSM Canada,15
8,Ontario Teachers' Pension Plan,15
654,Milliman,1
654,Desjardins,2
654,Moody's Analytics,3
654,Swiss Re,4
654,Normandin Beaudry,5
654,RSM Canada,6
654,PartnerRe,7
654,Munich Re,8
654,Wawanesa Insurance,9
654,Royal and Sun Alliance (RSA),10
654,iA Financial Group,11
654,KPMG Canada,12
654,The Co-operators,13
654,Deloitte,14
654,CAAT Pension Plan,15
654,Economical Insurance,15
654,Foresters Financial,15
654,Mercer Canada,15
654,Manulife,15
654,Echelon Insurance / CCG Group,15
654,Canada Life,15
654,Intact Insurance,15
654,Northbridge Financial Corporation,15
654,Ontario Teachers' Pension Plan,15
396,Canada Life,1
396,Wawanesa Insurance,2
396,Ontario Teachers' Pension Plan,3
396,Manulife,4
396,Mercer Canada,5
396,Intact Insurance,6
396,Desjardins,7
396,KPMG Canada,8
396,CAAT Pension Plan,9
396,Munich Re,10
396,Deloitte,11
396,Northbridge Financial Corporation,12
396,Swiss Re,13
396,Echelon Insurance / CCG Group,14
396,iA Financial Group,15
396,Economical Insurance,15
396,Royal and Sun Alliance (RSA),15
396,PartnerRe,15
396,Milliman,15
396,Foresters Financial,15
396,The Co-operators,15
396,Normandin Beaudry,15
396,Moody's Analytics,15
396,RSM Canada,15
624,Wawanesa Insurance,1
624,The Co-operators,2
624,Mercer Canada,3
624,Manulife,4
624,Desjardins,5
624,Moody's Analytics,6
624,Intact Insurance,7
624,Economical Insurance,8
624,Echelon Insurance / CCG Group,9
624,Deloitte,10
624,Normandin Beaudry,11
624,Munich Re,12
624,iA Financial Group,13
624,Foresters Financial,14
624,Canada Life,15
624,Royal and Sun Alliance (RSA),15
624,Swiss Re,15
624,PartnerRe,15
624,KPMG Canada,15
624,CAAT Pension Plan,15
624,Milliman,15
624,Northbridge Financial Corporation,15
624,RSM Canada,15
624,Ontario Teachers' Pension Plan,15
359,Intact Insurance,1
359,Northbridge Financial Corporation,2
359,Manulife,3
359,Desjardins,4
359,Munich Re,5
359,Swiss Re,6
359,Royal and Sun Alliance (RSA),7
359,Wawanesa Insurance,8
359,Canada Life,9
359,Deloitte,10
359,Echelon Insurance / CCG Group,11
359,Economical Insurance,12
359,Mercer Canada,13
359,PartnerRe,14
359,CAAT Pension Plan,15
359,iA Financial Group,15
359,KPMG Canada,15
359,Milliman,15
359,Foresters Financial,15
359,The Co-operators,15
359,Normandin Beaudry,15
359,Moody's Analytics,15
359,RSM Canada,15
359,Ontario Teachers' Pension Plan,15
449,Intact Insurance,1
449,Desjardins,2
449,KPMG Canada,3
449,iA Financial Group,4
449,The Co-operators,5
449,PartnerRe,6
449,Royal and Sun Alliance (RSA),7
449,Wawanesa Insurance,8
449,Swiss Re,9
449,Munich Re,10
449,Economical Insurance,11
449,Mercer Canada,12
449,Deloitte,14
449,Manulife,15
449,CAAT Pension Plan,15
449,Milliman,15
449,Foresters Financial,15
449,Echelon Insurance / CCG Group,15
449,Normandin Beaudry,15
449,Canada Life,15
449,Northbridge Financial Corporation,15
449,Moody's Analytics,15
449,RSM Canada,15
449,Ontario Teachers' Pension Plan,15
366,Moody's Analytics,1
366,Munich Re,2
366,PartnerRe,3
366,Swiss Re,4
366,Intact Insurance,5
366,Desjardins,6
366,CAAT Pension Plan,7
366,Manulife,8
366,Mercer Canada,9
366,Wawanesa Insurance,10
366,Normandin Beaudry,11
366,Foresters Financial,12
366,Echelon Insurance / CCG Group,13
366,The Co-operators,14
366,Canada Life,15
366,Deloitte,15
366,Economical Insurance,15
366,Royal and Sun Alliance (RSA),15
366,KPMG Canada,15
366,Milliman,15
366,Northbridge Financial Corporation,15
366,iA Financial Group,15
366,RSM Canada,15
366,Ontario Teachers' Pension Plan,15
141,CAAT Pension Plan,1
141,Canada Life,2
141,Foresters Financial,3
141,Manulife,4
141,Mercer Canada,5
141,Munich Re,6
141,Milliman,7
141,Northbridge Financial Corporation,8
141,PartnerRe,9
141,Royal and Sun Alliance (RSA),10
141,Normandin Beaudry,11
141,RSM Canada,12
141,Swiss Re,13
141,Intact Insurance,14
141,Deloitte,15
141,Economical Insurance,15
141,iA Financial Group,15
141,KPMG Canada,15
141,The Co-operators,15
141,Wawanesa Insurance,15
141,Echelon Insurance / CCG Group,15
141,Desjardins,15
141,Moody's Analytics,15
141,Ontario Teachers' Pension Plan,15
339,Manulife,1
339,KPMG Canada,2
339,Deloitte,3
339,iA Financial Group,4
339,Desjardins,5
339,Intact Insurance,6
339,Mercer Canada,7
339,Swiss Re,8
339,Munich Re,9
339,Normandin Beaudry,10
339,RSM Canada,11
339,Wawanesa Insurance,12
339,Northbridge Financial Corporation,13
339,Economical Insurance,14
339,Ontario Teachers' Pension Plan,15
339,Royal and Sun Alliance (RSA),15
339,PartnerRe,15
339,CAAT Pension Plan,15
339,Milliman,15
339,The Co-operators,15
339,Foresters Financial,15
339,Echelon Insurance / CCG Group,15
339,Canada Life,15
339,Moody's Analytics,15
639,Intact Insurance,1
639,Desjardins,2
639,iA Financial Group,3
639,The Co-operators,4
639,Normandin Beaudry,5
639,Mercer Canada,6
639,Deloitte,7
639,Echelon Insurance / CCG Group,8
639,KPMG Canada,9
639,Manulife,10
639,PartnerRe,11
639,Munich Re,12
639,Northbridge Financial Corporation,13
639,Swiss Re,14
639,Milliman,15
639,Economical Insurance,15
639,Royal and Sun Alliance (RSA),15
639,CAAT Pension Plan,15
639,Foresters Financial,15
639,Wawanesa Insurance,15
639,Canada Life,15
639,Moody's Analytics,15
639,RSM Canada,15
639,Ontario Teachers' Pension Plan,15
623,Swiss Re,1
623,Moody's Analytics,2
623,Munich Re,3
623,Manulife,4
623,Milliman,5
623,KPMG Canada,6
623,iA Financial Group,7
623,Mercer Canada,8
623,Intact Insurance,9
623,Deloitte,10
623,Canada Life,11
623,Desjardins,12
623,PartnerRe,13
623,Economical Insurance,15
623,Royal and Sun Alliance (RSA),15
623,CAAT Pension Plan,15
623,Foresters Financial,15
623,The Co-operators,15
623,Wawanesa Insurance,15
623,Echelon Insurance / CCG Group,15
623,Normandin Beaudry,15
623,Northbridge Financial Corporation,15
623,RSM Canada,15
623,Ontario Teachers' Pension Plan,15
148,Mercer Canada,1
148,CAAT Pension Plan,2
148,PartnerRe,3
148,Swiss Re,4
148,Moody's Analytics,5
148,Canada Life,6
148,Ontario Teachers' Pension Plan,7
148,KPMG Canada,8
148,RSM Canada,9
148,Munich Re,10
148,Manulife,11
148,Milliman,12
148,Wawanesa Insurance,14
148,Economical Insurance,15
148,Deloitte,15
148,Royal and Sun Alliance (RSA),15
148,Foresters Financial,15
148,The Co-operators,15
148,Echelon Insurance / CCG Group,15
148,Desjardins,15
148,Normandin Beaudry,15
148,Intact Insurance,15
148,Northbridge Financial Corporation,15
148,iA Financial Group,15
380,Ontario Teachers' Pension Plan,1
380,Munich Re,2
380,Desjardins,3
380,Deloitte,4
380,CAAT Pension Plan,5
380,Mercer Canada,6
380,Northbridge Financial Corporation,7
380,Moody's Analytics,8
380,Swiss Re,9
380,Canada Life,10
380,Economical Insurance,11
380,Echelon Insurance / CCG Group,12
380,Foresters Financial,13
380,iA Financial Group,14
380,Intact Insurance,15
380,Royal and Sun Alliance (RSA),15
380,PartnerRe,15
380,KPMG Canada,15
380,Milliman,15
380,The Co-operators,15
380,Wawanesa Insurance,15
380,Manulife,15
380,Normandin Beaudry,15
380,RSM Canada,15
271,Deloitte,15
271,Swiss Re,15
271,PartnerRe,15
271,CAAT Pension Plan,15
271,Milliman,15
271,The Co-operators,15
271,Mercer Canada,15
271,Desjardins,15
271,Normandin Beaudry,15
271,Munich Re,15
271,Intact Insurance,15
271,Northbridge Financial Corporation,15
271,RSM Canada,15
271,Ontario Teachers' Pension Plan,15
271,Economical Insurance,15
271,Royal and Sun Alliance (RSA),15
271,iA Financial Group,15
271,KPMG Canada,15
271,Foresters Financial,15
271,Wawanesa Insurance,15
271,Manulife,15
271,Echelon Insurance / CCG Group,15
271,Canada Life,15
271,Moody's Analytics,15
180,KPMG Canada,1
180,Intact Insurance,2
180,Economical Insurance,3
180,Canada Life,4
180,Deloitte,5
180,PartnerRe,6
180,Munich Re,7
180,Foresters Financial,8
180,Swiss Re,9
180,RSM Canada,10
180,Manulife,11
180,Wawanesa Insurance,12
180,The Co-operators,13
180,CAAT Pension Plan,14
180,Northbridge Financial Corporation,15
180,Royal and Sun Alliance (RSA),15
180,iA Financial Group,15
180,Milliman,15
180,Mercer Canada,15
180,Echelon Insurance / CCG Group,15
180,Desjardins,15
180,Normandin Beaudry,15
180,Moody's Analytics,15
180,Ontario Teachers' Pension Plan,15
515,Intact Insurance,1
515,Canada Life,2
515,Deloitte,3
515,Desjardins,4
515,Economical Insurance,5
515,Manulife,6
515,Munich Re,7
515,KPMG Canada,8
515,PartnerRe,9
515,Swiss Re,10
515,The Co-operators,11
515,Wawanesa Insurance,12
515,Royal and Sun Alliance (RSA),13
515,Mercer Canada,14
515,Northbridge Financial Corporation,15
515,iA Financial Group,15
515,CAAT Pension Plan,15
515,Milliman,15
515,Foresters Financial,15
515,Echelon Insurance / CCG Group,15
515,Normandin Beaudry,15
515,Moody's Analytics,15
515,RSM Canada,15
515,Ontario Teachers' Pension Plan,15
170,Wawanesa Insurance,1
170,Manulife,2
170,Mercer Canada,3
170,Canada Life,4
170,Deloitte,5
170,PartnerRe,6
170,Echelon Insurance / CCG Group,7
170,The Co-operators,8
170,Munich Re,9
170,Foresters Financial,10
170,Economical Insurance,11
170,Desjardins,12
170,Swiss Re,14
170,RSM Canada,15
170,Royal and Sun Alliance (RSA),15
170,iA Financial Group,15
170,KPMG Canada,15
170,CAAT Pension Plan,15
170,Milliman,15
170,Normandin Beaudry,15
170,Intact Insurance,15
170,Northbridge Financial Corporation,15
170,Moody's Analytics,15
170,Ontario Teachers' Pension Plan,15
273,Intact Insurance,1
273,Royal and Sun Alliance (RSA),2
273,Deloitte,3
273,KPMG Canada,4
273,Ontario Teachers' Pension Plan,5
273,Manulife,6
273,Canada Life,7
273,Economical Insurance,15
273,iA Financial Group,15
273,Swiss Re,15
273,PartnerRe,15
273,CAAT Pension Plan,15
273,Milliman,15
273,The Co-operators,15
273,Foresters Financial,15
273,Wawanesa Insurance,15
273,Mercer Canada,15
273,Echelon Insurance / CCG Group,15
273,Desjardins,15
273,Normandin Beaudry,15
273,Munich Re,15
273,Northbridge Financial Corporation,15
273,Moody's Analytics,15
273,RSM Canada,15
400,Mercer Canada,1
400,Munich Re,2
400,Economical Insurance,3
400,CAAT Pension Plan,4
400,PartnerRe,5
400,Wawanesa Insurance,6
400,Ontario Teachers' Pension Plan,7
400,Swiss Re,8
400,Royal and Sun Alliance (RSA),9
400,Deloitte,15
400,iA Financial Group,15
400,KPMG Canada,15
400,Milliman,15
400,Foresters Financial,15
400,The Co-operators,15
400,Manulife,15
400,Desjardins,15
400,Normandin Beaudry,15
400,Canada Life,15
400,Echelon Insurance / CCG Group,15
400,Intact Insurance,15
400,Northbridge Financial Corporation,15
400,Moody's Analytics,15
400,RSM Canada,15
137,Wawanesa Insurance,1
137,RSM Canada,2
137,Canada Life,3
137,Intact Insurance,4
137,KPMG Canada,5
137,Swiss Re,7
137,Ontario Teachers' Pension Plan,8
137,Northbridge Financial Corporation,9
137,Deloitte,10
137,CAAT Pension Plan,11
137,Economical Insurance,12
137,Manulife,13
137,Mercer Canada,14
137,The Co-operators,15
137,Royal and Sun Alliance (RSA),15
137,iA Financial Group,15
137,PartnerRe,15
137,Milliman,15
137,Foresters Financial,15
137,Echelon Insurance / CCG Group,15
137,Desjardins,15
137,Normandin Beaudry,15
137,Munich Re,15
137,Moody's Analytics,15
384,Canada Life,1
384,Manulife,2
384,Intact Insurance,3
384,Wawanesa Insurance,4
384,Moody's Analytics,5
384,Desjardins,6
384,iA Financial Group,7
384,Economical Insurance,8
384,Deloitte,9
384,KPMG Canada,10
384,Foresters Financial,11
384,Munich Re,12
384,Mercer Canada,13
384,The Co-operators,14
384,Swiss Re,15
384,Royal and Sun Alliance (RSA),15
384,PartnerRe,15
384,CAAT Pension Plan,15
384,Milliman,15
384,Echelon Insurance / CCG Group,15
384,Normandin Beaudry,15
384,Northbridge Financial Corporation,15
384,RSM Canada,15
384,Ontario Teachers' Pension Plan,15
51,Wawanesa Insurance,1
51,Canada Life,2
51,Desjardins,3
51,Munich Re,4
51,Ontario Teachers' Pension Plan,5
51,Royal and Sun Alliance (RSA),6
51,Northbridge Financial Corporation,7
51,RSM Canada,8
51,The Co-operators,9
51,Manulife,10
51,Mercer Canada,11
51,Milliman,12
51,Moody's Analytics,13
51,Deloitte,14
51,Intact Insurance,15
51,Economical Insurance,15
51,Swiss Re,15
51,PartnerRe,15
51,KPMG Canada,15
51,CAAT Pension Plan,15
51,Foresters Financial,15
51,Echelon Insurance / CCG Group,15
51,Normandin Beaudry,15
51,iA Financial Group,15
353,Deloitte,1
353,Manulife,2
353,Intact Insurance,3
353,Milliman,4
353,Munich Re,5
353,Canada Life,6
353,CAAT Pension Plan,7
353,Desjardins,8
353,Echelon Insurance / CCG Group,9
353,Economical Insurance,10
353,Foresters Financial,11
353,KPMG Canada,12
353,Mercer Canada,13
353,Northbridge Financial Corporation,14
353,Swiss Re,15
353,Royal and Sun Alliance (RSA),15
353,iA Financial Group,15
353,PartnerRe,15
353,The Co-operators,15
353,Wawanesa Insurance,15
353,Normandin Beaudry,15
353,Moody's Analytics,15
353,RSM Canada,15
353,Ontario Teachers' Pension Plan,15
150,The Co-operators,1
150,Munich Re,2
150,iA Financial Group,3
150,KPMG Canada,4
150,Intact Insurance,5
150,Desjardins,6
150,Deloitte,7
150,Mercer Canada,8
150,Manulife,9
150,Foresters Financial,10
150,Echelon Insurance / CCG Group,11
150,Moody's Analytics,12
150,Northbridge Financial Corporation,13
150,Normandin Beaudry,14
150,Wawanesa Insurance,15
150,Economical Insurance,15
150,Royal and Sun Alliance (RSA),15
150,Swiss Re,15
150,PartnerRe,15
150,CAAT Pension Plan,15
150,Milliman,15
150,Canada Life,15
150,RSM Canada,15
150,Ontario Teachers' Pension Plan,15
343,Canada Life,1
343,Wawanesa Insurance,2
343,Munich Re,3
343,Manulife,4
343,Intact Insurance,5
343,Economical Insurance,6
343,Echelon Insurance / CCG Group,7
343,Foresters Financial,8
343,KPMG Canada,9
343,Mercer Canada,10
343,Milliman,11
343,Moody's Analytics,12
343,Northbridge Financial Corporation,13
343,Ontario Teachers' Pension Plan,14
343,Royal and Sun Alliance (RSA),15
343,Deloitte,15
343,Swiss Re,15
343,PartnerRe,15
343,CAAT Pension Plan,15
343,The Co-operators,15
343,Desjardins,15
343,Normandin Beaudry,15
343,iA Financial Group,15
343,RSM Canada,15
204,Deloitte,1
204,Canada Life,2
204,KPMG Canada,3
204,Intact Insurance,4
204,Manulife,5
204,Echelon Insurance / CCG Group,6
204,Desjardins,7
204,Swiss Re,8
204,Moody's Analytics,9
204,iA Financial Group,10
204,Ontario Teachers' Pension Plan,11
204,The Co-operators,12
204,Economical Insurance,13
204,Milliman,14
204,Munich Re,15
204,Royal and Sun Alliance (RSA),15
204,PartnerRe,15
204,CAAT Pension Plan,15
204,Foresters Financial,15
204,Wawanesa Insurance,15
204,Mercer Canada,15
204,Normandin Beaudry,15
204,Northbridge Financial Corporation,15
204,RSM Canada,15
119,Deloitte,1
119,Munich Re,2
119,Manulife,3
119,Mercer Canada,4
119,Swiss Re,5
119,Royal and Sun Alliance (RSA),6
119,Intact Insurance,7
119,Canada Life,8
119,iA Financial Group,9
119,Wawanesa Insurance,10
119,The Co-operators,11
119,Milliman,12
119,Foresters Financial,13
119,Northbridge Financial Corporation,14
119,PartnerRe,15
119,Economical Insurance,15
119,KPMG Canada,15
119,CAAT Pension Plan,15
119,Echelon Insurance / CCG Group,15
119,Desjardins,15
119,Normandin Beaudry,15
119,Moody's Analytics,15
119,RSM Canada,15
119,Ontario Teachers' Pension Plan,15
117,Intact Insurance,1
117,Mercer Canada,2
117,Manulife,3
117,Canada Life,4
117,Wawanesa Insurance,5
117,Swiss Re,6
117,Deloitte,7
117,Munich Re,8
117,The Co-operators,9
117,Normandin Beaudry,10
117,RSM Canada,11
117,PartnerRe,12
117,iA Financial Group,13
117,Economical Insurance,14
117,Desjardins,15
117,Royal and Sun Alliance (RSA),15
117,KPMG Canada,15
117,CAAT Pension Plan,15
117,Milliman,15
117,Foresters Financial,15
117,Echelon Insurance / CCG Group,15
117,Northbridge Financial Corporation,15
117,Moody's Analytics,15
117,Ontario Teachers' Pension Plan,15
206,Canada Life,1
206,Munich Re,2
206,Swiss Re,3
206,Wawanesa Insurance,4
206,Manulife,5
206,Deloitte,6
206,Desjardins,7
206,KPMG Canada,8
206,Moody's Analytics,9
206,PartnerRe,10
206,Royal and Sun Alliance (RSA),11
206,iA Financial Group,12
206,Foresters Financial,13
206,Mercer Canada,14
206,Intact Insurance,15
206,Economical Insurance,15
206,CAAT Pension Plan,15
206,Milliman,15
206,The Co-operators,15
206,Echelon Insurance / CCG Group,15
206,Normandin Beaudry,15
206,Northbridge Financial Corporation,15
206,RSM Canada,15
206,Ontario Teachers' Pension Plan,15
549,Deloitte,1
549,KPMG Canada,2
549,Mercer Canada,3
549,Intact Insurance,4
549,Swiss Re,5
549,Royal and Sun Alliance (RSA),6
549,Manulife,7
549,Foresters Financial,8
549,Canada Life,9
549,Economical Insurance,10
549,Munich Re,11
549,Wawanesa Insurance,12
549,Milliman,13
549,RSM Canada,14
549,Desjardins,15
549,iA Financial Group,15
549,PartnerRe,15
549,CAAT Pension Plan,15
549,The Co-operators,15
549,Echelon Insurance / CCG Group,15
549,Normandin Beaudry,15
549,Northbridge Financial Corporation,15
549,Moody's Analytics,15
549,Ontario Teachers' Pension Plan,15
425,Manulife,1
425,Swiss Re,2
425,Munich Re,3
425,PartnerRe,4
425,Canada Life,5
425,Economical Insurance,6
425,Foresters Financial,7
425,Royal and Sun Alliance (RSA),8
425,Wawanesa Insurance,9
425,The Co-operators,10
425,RSM Canada,11
425,Northbridge Financial Corporation,12
425,Normandin Beaudry,13
425,Echelon Insurance / CCG Group,14
425,Desjardins,15
425,Deloitte,15
425,iA Financial Group,15
425,KPMG Canada,15
425,CAAT Pension Plan,15
425,Milliman,15
425,Mercer Canada,15
425,Intact Insurance,15
425,Moody's Analytics,15
425,Ontario Teachers' Pension Plan,15
428,Manulife,1
428,Canada Life,2
428,Deloitte,3
428,Desjardins,4
428,Intact Insurance,5
428,Mercer Canada,6
428,KPMG Canada,7
428,CAAT Pension Plan,8
428,Economical Insurance,9
428,iA Financial Group,10
428,Munich Re,11
428,Swiss Re,12
428,RSM Canada,13
428,Moody's Analytics,14
428,Wawanesa Insurance,15
428,Royal and Sun Alliance (RSA),15
428,PartnerRe,15
428,Milliman,15
428,Foresters Financial,15
428,The Co-operators,15
428,Echelon Insurance / CCG Group,15
428,Normandin Beaudry,15
428,Northbridge Financial Corporation,15
428,Ontario Teachers' Pension Plan,15
258,Milliman,1
258,Mercer Canada,2
258,Swiss Re,3
258,Royal and Sun Alliance (RSA),4
258,Intact Insurance,5
258,Desjardins,6
258,Canada Life,7
258,Deloitte,8
258,KPMG Canada,9
258,Munich Re,10
258,iA Financial Group,11
258,The Co-operators,12
258,Foresters Financial,13
258,Economical Insurance,14
258,Normandin Beaudry,15
258,PartnerRe,15
258,CAAT Pension Plan,15
258,Wawanesa Insurance,15
258,Manulife,15
258,Echelon Insurance / CCG Group,15
258,Northbridge Financial Corporation,15
258,Moody's Analytics,15
258,RSM Canada,15
258,Ontario Teachers' Pension Plan,15
570,Manulife,1
570,Canada Life,2
570,Economical Insurance,3
570,Munich Re,4
570,Ontario Teachers' Pension Plan,5
570,Royal and Sun Alliance (RSA),6
570,Swiss Re,7
570,The Co-operators,8
570,Mercer Canada,9
570,Intact Insurance,10
570,Desjardins,11
570,Deloitte,12
570,CAAT Pension Plan,13
570,Moody's Analytics,14
570,KPMG Canada,15
570,PartnerRe,15
570,Milliman,15
570,Foresters Financial,15
570,Wawanesa Insurance,15
570,Echelon Insurance / CCG Group,15
570,Normandin Beaudry,15
570,Northbridge Financial Corporation,15
570,iA Financial Group,15
570,RSM Canada,15
169,Moody's Analytics,1
169,Desjardins,2
169,Deloitte,3
169,RSM Canada,4
169,Foresters Financial,6
169,iA Financial Group,7
169,KPMG Canada,8
169,Normandin Beaudry,9
169,Intact Insurance,10
169,Munich Re,11
169,Economical Insurance,12
169,The Co-operators,13
169,Milliman,14
169,Manulife,15
169,Royal and Sun Alliance (RSA),15
169,Swiss Re,15
169,PartnerRe,15
169,CAAT Pension Plan,15
169,Wawanesa Insurance,15
169,Mercer Canada,15
169,Echelon Insurance / CCG Group,15
169,Canada Life,15
169,Northbridge Financial Corporation,15
169,Ontario Teachers' Pension Plan,15
280,Swiss Re,1
280,PartnerRe,2
280,Munich Re,3
280,Northbridge Financial Corporation,4
280,Desjardins,5
280,Mercer Canada,6
280,Intact Insurance,7
280,Moody's Analytics,8
280,RSM Canada,10
280,Royal and Sun Alliance (RSA),11
280,Deloitte,12
280,KPMG Canada,13
280,Milliman,14
280,Canada Life,15
280,Economical Insurance,15
280,CAAT Pension Plan,15
280,Foresters Financial,15
280,The Co-operators,15
280,Wawanesa Insurance,15
280,Manulife,15
280,Echelon Insurance / CCG Group,15
280,Normandin Beaudry,15
280,iA Financial Group,15
280,Ontario Teachers' Pension Plan,15
268,iA Financial Group,1
268,Intact Insurance,2
268,Manulife,3
268,Deloitte,4
268,Canada Life,5
268,Royal and Sun Alliance (RSA),6
268,Wawanesa Insurance,7
268,Munich Re,8
268,Mercer Canada,9
268,Moody's Analytics,10
268,Ontario Teachers' Pension Plan,11
268,CAAT Pension Plan,12
268,Echelon Insurance / CCG Group,13
268,Economical Insurance,14
268,KPMG Canada,15
268,Swiss Re,15
268,PartnerRe,15
268,Milliman,15
268,Foresters Financial,15
268,The Co-operators,15
268,Desjardins,15
268,Normandin Beaudry,15
268,Northbridge Financial Corporation,15
268,RSM Canada,15
354,Mercer Canada,1
354,Milliman,2
354,iA Financial Group,3
354,Intact Insurance,4
354,Swiss Re,5
354,Desjardins,6
354,Manulife,7
354,Munich Re,8
354,Canada Life,9
354,Echelon Insurance / CCG Group,10
354,Economical Insurance,11
354,Foresters Financial,12
354,Royal and Sun Alliance (RSA),13
354,CAAT Pension Plan,14
354,Northbridge Financial Corporation,15
354,Deloitte,15
354,PartnerRe,15
354,KPMG Canada,15
354,The Co-operators,15
354,Wawanesa Insurance,15
354,Normandin Beaudry,15
354,Moody's Analytics,15
354,RSM Canada,15
354,Ontario Teachers' Pension Plan,15
563,Manulife,1
563,Deloitte,2
563,Desjardins,3
563,Canada Life,4
563,Intact Insurance,5
563,KPMG Canada,6
563,Munich Re,7
563,Foresters Financial,8
563,iA Financial Group,9
563,Swiss Re,10
563,The Co-operators,11
563,PartnerRe,12
563,Mercer Canada,13
563,Moody's Analytics,14
563,Wawanesa Insurance,15
563,Economical Insurance,15
563,Royal and Sun Alliance (RSA),15
563,CAAT Pension Plan,15
563,Milliman,15
563,Echelon Insurance / CCG Group,15
563,Normandin Beaudry,15
563,Northbridge Financial Corporation,15
563,RSM Canada,15
563,Ontario Teachers' Pension Plan,15
5,Milliman,1
5,Royal and Sun Alliance (RSA),2
5,KPMG Canada,3
5,Canada Life,4
5,Economical Insurance,5
5,Intact Insurance,6
5,Manulife,7
5,Munich Re,8
5,Deloitte,9
5,Ontario Teachers' Pension Plan,10
5,The Co-operators,11
5,Desjardins,12
5,CAAT Pension Plan,13
5,PartnerRe,14
5,Swiss Re,15
5,iA Financial Group,15
5,Foresters Financial,15
5,Wawanesa Insurance,15
5,Mercer Canada,15
5,Echelon Insurance / CCG Group,15
5,Normandin Beaudry,15
5,Northbridge Financial Corporation,15
5,Moody's Analytics,15
5,RSM Canada,15
249,Deloitte,1
249,The Co-operators,2
249,Canada Life,3
249,Wawanesa Insurance,4
249,Swiss Re,5
249,Mercer Canada,6
249,Manulife,7
249,Intact Insurance,8
249,Economical Insurance,9
249,Desjardins,10
249,Foresters Financial,11
249,Royal and Sun Alliance (RSA),12
249,Ontario Teachers' Pension Plan,13
249,Milliman,14
249,Munich Re,15
249,iA Financial Group,15
249,PartnerRe,15
249,KPMG Canada,15
249,CAAT Pension Plan,15
249,Echelon Insurance / CCG Group,15
249,Normandin Beaudry,15
249,Northbridge Financial Corporation,15
249,Moody's Analytics,15
249,RSM Canada,15
459,Intact Insurance,1
459,The Co-operators,2
459,Manulife,3
459,Desjardins,4
459,Deloitte,5
459,RSM Canada,6
459,Northbridge Financial Corporation,7
459,Canada Life,8
459,Economical Insurance,9
459,Mercer Canada,10
459,Munich Re,11
459,Normandin Beaudry,12
459,CAAT Pension Plan,13
459,Wawanesa Insurance,14
459,Swiss Re,15
459,Royal and Sun Alliance (RSA),15
459,iA Financial Group,15
459,PartnerRe,15
459,KPMG Canada,15
459,Milliman,15
459,Foresters Financial,15
459,Echelon Insurance / CCG Group,15
459,Moody's Analytics,15
459,Ontario Teachers' Pension Plan,15
300,Manulife,1
300,Canada Life,2
300,Deloitte,3
300,iA Financial Group,4
300,Intact Insurance,5
300,Moody's Analytics,6
300,Desjardins,7
300,CAAT Pension Plan,8
300,Economical Insurance,9
300,Foresters Financial,10
300,Northbridge Financial Corporation,11
300,Royal and Sun Alliance (RSA),12
300,Milliman,13
300,Mercer Canada,14
300,The Co-operators,15
300,Swiss Re,15
300,PartnerRe,15
300,KPMG Canada,15
300,Wawanesa Insurance,15
300,Echelon Insurance / CCG Group,15
300,Normandin Beaudry,15
300,Munich Re,15
300,RSM Canada,15
300,Ontario Teachers' Pension Plan,15
